,ARX,FOXA2,GCG,INS,ISL1,JUN,MAFA,MAFB,MYC,NEUROD1,NEUROG3,NKX2-2,NKX6-1,PAX4,PAX6,PDX1
x1_S3c_b1.bcDZCV,0.0,0.9885014729284183,0.0,0.0,0.05952227871241488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8363752420967507
x1_S3c_b1.bcCGST,0.0,0.8320711558905669,0.0,0.0,0.026982960333515087,0.0,0.0,0.0034983319939901943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638462001475389
x1_S3c_b1.bcIIHA,0.0,0.22807822316343074,0.004021862545891754,0.004015578130824059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcEWDZ,0.0,0.0,0.0,0.0013561287198817977,0.00014982206325500868,0.0,0.0,0.0014396474596133303,0.8419447508711203,0.0,0.0,0.0,0.0,0.0,0.0,0.3282563187457325
x1_S3c_b1.bcHYLL,0.0,0.5329128673842111,0.0,0.0,0.013902325436999327,0.0,0.0,0.0,0.8496124440443145,0.0013367610180783555,0.0,0.0,0.0,0.0,0.0,0.3834658736718159
x1_S3c_b1.bcIDMJ,0.0,0.0,0.0,0.002381985152086909,0.0,0.0,0.0,0.0,0.8715484434403453,0.0,0.0,0.0,0.0,0.0,0.0,0.25736905737587057
x1_S3c_b1.bcDZCO,0.0,0.9178168074087095,0.0,0.0027912468643668097,0.0,0.08894472414501825,0.3898391033364774,0.0011214014818023135,1.0,0.0,0.17952061885210185,0.0,0.0,0.0,0.0,0.8703852669659188
x1_S3c_b1.bcCNCI,0.0,0.8730382940507924,0.0,0.0,0.0,0.0,0.8236326577339668,0.013838266522804468,1.0,0.0,0.04690729227308958,0.0,0.0,0.0,0.0,0.5369677145204317
x1_S3c_b1.bcESUT,2.7808001925106967e-05,0.4001201859142586,0.0,0.0012496566130888503,0.0,0.0,0.04031421283850092,0.01898796609166624,0.9527111637797234,0.0,0.0,0.0,0.00022724755842549001,0.0,0.0,0.09480317572066552
x1_S3c_b1.bcBMJD,0.0,0.4866945411268375,0.0,0.0,0.008186640582534528,0.0,0.0,0.0028186296707562214,1.0,0.00028291074221523224,0.003125483033922695,0.0,0.0,0.0,0.0,0.4373043450652763
x1_S3c_b1.bcIJHZ,0.0,0.5052263969154382,0.0,0.0,0.0,0.0,0.0,0.02356481807104813,1.0,0.006037753723129889,0.0,0.0,0.0,0.0,0.0,0.6293593000587205
x1_S3c_b1.bcBXJF,0.0,0.7077594548299351,0.0,0.0,0.10555125408412358,0.22796091900814436,1.0,0.028314735003842982,1.0,0.0,0.012232059023699223,0.0,0.0,0.0,0.0,1.0
x1_S3c_b1.bcDXBH,0.0,0.7597991579317169,0.0,0.0,0.012757550392195564,0.0,0.04796966471343588,0.007556956109304195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5612325680852365
x1_S3c_b1.bcAZOQ,0.0,0.0,0.011266078935227858,0.001884848695206087,0.0,0.0,0.0,0.0,0.7714178780335958,0.0,0.0,0.0,0.0,0.0,0.0,0.18065172862068854
x1_S3c_b1.bcFFZJ,0.0,0.0,0.002862980019019804,0.0033385585961603144,0.0,0.0,0.0,0.05245363948330672,0.8275252305962963,0.0,0.0025088417954298127,0.0,0.0,0.0,0.0,0.6993616221623465
x1_S3c_b1.bcCJOD,0.0,0.7658507757980716,0.0,0.00021072728693765703,0.0,0.0,0.13261984830457754,0.0063716807454023226,0.8845075872898185,0.0,0.0,0.0,0.0,0.0,0.0,0.2609347389178993
x1_S3c_b1.bcBURG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48953508233874926,0.0,0.0008686184782126837,0.0,0.0,0.0,0.0,0.1869423380768917
x1_S3c_b1.bcABDE,0.0,0.26014929333367603,0.0,0.0012437145619789692,0.0,0.0,0.0,0.01426050827146032,0.9430813082937769,0.0,0.0,1.5615098810293767e-05,0.0,0.0,0.0,0.007943036632970798
x1_S3c_b1.bcFNXG,3.1737780496982634e-05,0.0,0.0,0.0,0.02790759272207023,0.09986834215256084,1.0,0.0,1.0,0.0,0.08464269795041826,9.586374211025525e-05,6.380810559339355e-05,0.0,1.0551680869635142e-05,0.0977519191846181
x1_S3c_b1.bcGYFJ,0.0,0.9693669812059681,0.0,0.0,0.00965342848036687,0.0,0.019571442022517895,0.0,0.8938795530560446,0.0005137378084028224,0.0,0.0,0.0,0.0,0.0,0.7763022017593558
x1_S3c_b1.bcDZGU,0.0,0.0,0.0,0.0,0.01810116989773613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24876241335398167
x1_S3c_b1.bcAAZE,0.0,0.0,0.002923190213994584,0.0,0.0,0.28764472126507673,0.0,0.0,0.549589974804428,0.0,0.0,0.0,0.0,0.0,0.0,0.09770790273634769
x1_S3c_b1.bcIIWO,0.0,0.38907735447190567,0.0,0.0,0.055742014770239934,0.11741224703620964,1.0,0.017386652467209034,1.0,0.0,0.006921499972459212,0.0,0.0,0.0,0.0,0.8091716313549011
x1_S3c_b1.bcHKMM,0.0,0.42769183890785606,0.0,0.0,0.0,0.016077047351436575,0.06875936819714,0.006796032035541107,0.792845445680319,0.0,0.0,0.0,0.0,0.0,0.0,0.7075153855755401
x1_S3c_b1.bcCSDE,0.0,0.0,0.0,0.0,0.0,0.08146518703487936,0.0,0.0,0.7771301307984864,0.0001836751577241909,0.0,0.0,0.0,0.0,0.0,0.522133824276148
x1_S3c_b1.bcEEDU,0.0,0.1310987453481513,0.0,0.0,0.029958253146390997,0.0,0.1530394574916472,0.012778810599935578,1.0,0.0005193305852475186,0.0,0.0,0.0,0.0,0.0,0.6776315940811378
x1_S3c_b1.bcFSWU,0.0,0.1477987310032408,0.0001294124849223558,0.001214357690257455,0.0,0.0,0.0,0.0,0.7353773824393302,0.0,0.0014240817617338216,0.0,0.0,0.0,0.0,0.3534204895114863
x1_S3c_b1.bcHOVS,0.0,0.3731213559099086,0.0,0.0,0.019780780498709467,0.0,0.6365434839296799,0.0,0.772389830746858,0.003215391942063695,0.0,0.0,0.0,0.0,0.0,0.7648666847001251
x1_S3c_b1.bcBZBZ,0.0,0.0,0.0,0.000440319051461895,0.0,0.0002321701519070325,0.0,0.008625362816532608,0.6997062737067432,0.0,0.0,0.0,0.0,0.0,0.0,0.6557176214191185
x1_S3c_b1.bcHNWO,0.0,0.40256648673475814,0.0007318685697366895,0.0,0.0015845309769873632,0.0,0.0,0.0,0.944375733139614,0.0,0.0,0.0,0.0,0.0,0.0,0.3871055848115832
x1_S3c_b1.bcGMMV,0.0,0.873924637028711,0.0047073497158408245,0.0,0.027828603561542067,0.0,0.24675412897936694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49637044297923216
x1_S3c_b1.bcBBTU,0.0,0.47128970989002367,0.014308721320685808,0.0007866038180371406,0.032075120536300544,0.05597724996797903,0.0483999822718155,0.0037790557126560396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8257392877262587
x1_S3c_b1.bcDPZC,0.0,0.7912338208898619,0.0,0.0,0.043084186120753494,0.0,0.130214829333759,0.0011745403696935336,1.0,0.0,0.0,2.2506315030663236e-05,0.0,0.0,0.0,0.925697468567624
x1_S3c_b1.bcBNPL,0.0,0.26838312046916096,0.0,0.0,0.01783648643665946,0.0,0.0,0.009306459313245955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8109039416986539
x1_S3c_b1.bcIINO,0.0,0.9092766732352137,0.0,0.0012910918109993212,0.003937792741086523,0.0,0.0,0.0,1.0,8.785129117454308e-05,0.0,0.0,0.0,0.0,0.0,0.5526365680951671
x1_S3c_b1.bcAWLQ,0.0,0.0,0.0,0.0012952664334333474,0.0,0.0,0.0,0.0,0.7915908030066615,0.0,0.0,0.0,0.0,0.0,0.0,0.42219350964071
x1_S3c_b1.bcBLJA,0.0,0.0,0.0,0.0,0.03649510729873975,0.0,0.0,0.004320652351049422,1.0,0.00011762063471403525,0.0,0.0,0.0,0.0,0.0,0.3899132243168291
x1_S3c_b1.bcDZGG,0.0,0.6298643209066772,0.0,0.0,0.03288996060396593,0.0,0.0,0.0,1.0,0.0014827353079190867,0.0,0.0,0.0,0.0,0.0,0.6005957649113879
x1_S3c_b1.bcDULT,0.0,0.7041574180238888,0.0,0.0,0.032776577177792886,0.10882443538650988,0.3267141914024309,0.005796792695581904,1.0,0.0,0.09999604489240704,0.0,0.0,0.0,0.0,0.9818346615881797
x1_S3c_b1.bcHFIK,0.0,0.0,0.0,0.0,0.0,0.31280226432315267,0.0,0.0,0.8299189582995012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcGXFO,0.0,1.0,0.0,0.0,0.029188964926616812,0.0,0.0,0.009744529724416466,1.0,0.0,0.0034445330558290303,0.0,0.0,0.0,0.0,0.6781394950858642
x1_S3c_b1.bcBXWU,0.0,0.7364226276135087,0.0,0.0,0.02231054912082153,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4940903101082732
x1_S3c_b1.bcAMKK,0.0,0.8348371284214305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5844889853824279
x1_S3c_b1.bcBXSL,0.0,0.7619338738380173,0.0,0.0,0.019613224052917717,0.0,0.09131199181263353,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7571479835685322
x1_S3c_b1.bcGDLY,3.712956235717214e-05,0.9342054658899213,0.016383740840660074,0.0010969859688611406,0.0,0.0,0.0,0.014821486170400298,1.0,0.0,0.0,0.0,0.00030342354023855114,0.0,0.0,0.10798932110792858
x1_S3c_b1.bcIAEB,0.0,1.0,0.0,9.046989184146261e-05,0.0,0.0,0.011173145071551227,0.0012376745348343906,0.6607353483000356,0.0,0.0,0.0,0.0,0.0,0.0,0.5740541142378425
x1_S3c_b1.bcEREU,0.0,0.0,0.0,0.0,0.0,0.3250444657266916,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcGDWD,0.0,1.0,0.0,0.0,0.016489104473098922,0.0,0.0,0.0,1.0,0.0002628324215077984,0.009532059021640196,0.0,0.0,0.0,0.0,0.7896044993585987
x1_S3c_b1.bcCUPK,0.0,0.6268131068112762,0.0,0.0,0.004095042459031618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5457088682643505
x1_S3c_b1.bcBYFI,0.0,1.0,0.0,0.0,0.007138424143690374,0.040868041601871796,0.4762659553243731,0.0013680604238868845,0.9489107121871798,0.0,0.031509495426533835,6.937425445505919e-05,0.0,0.0,0.0,0.03443978138361685
x1_S3c_b1.bcADWA,0.0,0.0,0.0,1.9391682972828633e-05,0.0,0.0,0.026168621350517673,0.006476506110465652,0.6437376153432924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcEHHG,0.0,0.13635763618992555,0.00726260515194094,0.0,0.014387643618408158,0.0,0.0,0.0,1.0,0.0004181055118247815,0.0,0.0,0.0,0.0,0.0,0.4642935506293166
x1_S3c_b1.bcIIIO,0.0,0.45342034698841444,0.0,0.0,0.02755459094464991,0.0,0.0,0.009277007813428426,1.0,0.007334418854982663,0.0,0.0,0.0,0.0,0.0,0.8246343749331467
x1_S3c_b1.bcEOLI,0.0,0.4506092421758455,0.01720361143805614,0.0,0.016578824880315514,0.0,0.0,0.0,1.0,0.0002902426072932186,0.0,0.0,0.0,0.0,0.0,0.19062334414831622
x1_S3c_b1.bcAWRI,0.0,0.06292029079283697,0.0,0.0,0.034057655839366464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641340529565955
x1_S3c_b1.bcDVIN,0.0,0.939971992817816,0.0,0.0,0.031007745228814314,0.0,0.0,0.028079958766690265,1.0,0.0006543463681564789,0.0,0.0,0.0,0.0,0.0,0.8839336240879708
x1_S3c_b1.bcIEXO,0.0,0.6997816736812431,0.0,0.0,0.01801612390210904,0.0,0.0,0.02901105514853071,1.0,9.036434010022706e-05,0.0,0.0,0.0,0.0,0.0,0.4308568645820405
x1_S3c_b1.bcBCTL,0.0,0.21133576499495133,0.0,0.0,0.0,0.05532911353116675,0.0,0.0,0.7102889564226196,0.003343918933192919,0.0,0.0,0.0,0.0,0.0,0.3519353578843797
x1_S3c_b1.bcICUW,0.0,0.0,0.0,0.0,0.0,0.16503053711720236,0.0,0.0,0.503179233349014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcFDKS,0.0,0.3288209344817,0.0,0.0,0.023807798616778113,0.0,0.09720877840893223,0.0,0.9421025387594816,0.00012216493279464436,0.0,0.0,0.0,0.0,0.0,0.720724438245494
x1_S3c_b1.bcIILD,0.0,0.08833668049988565,0.0,0.0005017082604008992,0.0,0.0,0.0,0.0020227776546527065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcDSJK,0.0,0.0,0.0,0.0,0.0,0.034442496663632104,0.014086300085880922,0.0035872647496077523,0.8671789395756786,0.0,0.0,0.0,0.0,0.0,0.0,0.1812706463890601
x1_S3c_b1.bcBACS,0.0,0.728604890623551,0.0,0.0003446316658902322,0.035465356114685015,0.0005611756665427292,0.29192953075657013,0.005666187565202549,0.679552733023508,0.0,0.0,0.0,0.0,0.0,0.0,0.8007251540149446
x1_S3c_b1.bcGEDQ,0.0,0.9487626767565714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0008290911656758501,0.01810845355481791,0.0,0.0,0.0,0.0,0.5143831604025688
x1_S3c_b1.bcCIBS,0.0,0.19349795798340666,0.00288744955722986,0.0,0.0,0.3070815216041394,0.0,0.0006363805770365106,0.6643475381363914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcDPNY,0.0,0.5933298254561243,0.0038499568707601128,0.0,0.05098983775715971,0.0,0.0,0.00015967788843095017,1.0,1.4282030979341969e-05,0.0,0.0,0.0,0.0,0.0,0.764349740758935
x1_S3c_b1.bcCFVM,0.0,0.5462477794377484,0.007409871096369171,0.0,0.0,0.0,0.12328877048600305,0.0,0.8859931265267843,0.00012372127275676504,0.0,0.0,0.0,0.0,0.0,1.0
x1_S3c_b1.bcGJGW,0.0,0.3867776902925095,0.0,0.0,0.07478922807777393,0.16227040135365486,0.6065301867346139,0.021970736900873047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8766763864937611
x1_S3c_b1.bcDZBD,0.0,0.7682698391381868,0.0,0.0,0.0178865161392089,0.0,0.0,0.0,1.0,0.00027539102793519636,0.0,0.0,0.0,0.0,0.0,0.6046277007686761
x1_S3c_b1.bcFVVZ,0.0,0.7893818744101735,0.0,0.0,0.02152782795768755,0.0,0.0,0.0,1.0,0.00018255288140853906,0.0,0.0,0.0,0.0,0.0,0.8782774864318543
x1_S3c_b1.bcFJJK,0.0,0.2826956245436523,0.006605356029351796,0.0,0.010150279887128109,0.0,0.03595624481554841,0.0,1.0,0.0003219471989771669,0.0,0.0,0.0,0.0,0.0,0.5069278072147557
x1_S3c_b1.bcHWHR,0.0,1.0,0.0,0.0,0.0034121479152825944,0.0,0.002614655870495157,0.0,0.9165717861043539,9.457606398789961e-05,0.0,0.0,0.0,0.0,0.0,0.4808363524297005
x1_S3c_b1.bcEGRG,0.0,0.382628522533061,0.0,0.001058750638605164,0.024998568585978934,0.0,0.12033972070551457,0.019860055374649112,0.8739672645898694,0.0,0.0,0.0,0.0,0.0,0.0,0.7768743960861628
x1_S3c_b1.bcDKRK,0.0,0.0,0.0,0.0036148129404404584,0.0,0.0,0.05445576076142128,0.020931820439222395,0.8174973585622128,0.0,0.0,0.0,0.0,0.0,0.0,0.6549725837097911
x1_S3c_b1.bcBFFH,0.0,0.5409391805807644,0.0,0.0,0.0,0.0,0.0,0.0,0.8785644515730521,8.204728974542046e-05,0.0,0.0,0.0,0.0,0.0,0.3450355668588986
x1_S3c_b1.bcBZIT,0.0,0.0,0.0,0.0,0.017329413343788094,0.16170863352780154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcFMPU,0.0,1.0,0.0,0.0,0.04346119649404441,0.0,0.06935551170102006,0.02327012075600152,1.0,0.0,0.021234578516581948,0.0,0.0,0.0,0.0,1.0
x1_S3c_b1.bcDUIK,0.0,0.5566988234086849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5506725640932579
x1_S3c_b1.bcDFWD,0.0,0.9632095481082033,0.010529634452738223,0.0,0.004113965725530567,0.0,0.0,0.006762791848159634,1.0,7.046964119063762e-05,0.0,0.0,0.0,0.0,0.0,0.6923021211214183
x1_S3c_b1.bcGNVR,0.0,0.6475349240728417,0.0,0.0010763475190274899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11098724763262428
x1_S3c_b1.bcAZGW,0.0,0.43010186311583276,0.0,0.0,0.0,0.0,0.6840986353426395,0.007716953763880483,1.0,0.0,0.0,4.3059452548029794e-05,0.0,0.0,0.0,0.6205191240756648
x1_S3c_b1.bcBBJC,0.0,0.9038897871286192,0.0,0.0,0.0,0.09379401747022066,0.0,0.0,0.005495150765578399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcEYWA,0.0,0.48380146038347266,0.0,0.0,0.01125443510174086,0.0,0.2209771212890655,0.0,1.0,0.0,0.0,3.1735049556247296e-05,0.0,0.0,0.0,0.15117079391648475
x1_S3c_b1.bcFAPM,0.0,1.0,0.0,0.0,0.02459846103719927,0.0495124617346414,0.5586058496668557,0.011502233477248195,1.0,0.0,0.22034500431997006,0.0,0.0,0.0,0.0,1.0
x1_S3c_b1.bcEWDN,0.0,0.4921765050738211,0.0,0.0,0.02338100917524065,0.0,0.0,0.0,1.0,0.0016971725608982142,0.0,0.0,0.0,0.0,0.0,0.6949539445847125
x1_S3c_b1.bcGOSS,0.0,0.20055279152094127,0.0,0.000214479691425769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcBCWY,0.0,0.5973906338150597,0.016951605807030652,0.0,0.041032963526219546,0.0,0.07878324871828582,0.0010996597279719366,1.0,0.0005563309423347123,0.0,0.0,0.0,0.0,0.0,0.4573102936507493
x1_S3c_b1.bcHHKR,0.0,0.0,0.0,0.0,0.009186624742373629,0.3839471797181309,0.0,0.0,1.0,0.0,0.0,0.0,0.00010394768021378967,0.0,0.0,0.0
