,ARX,FOXA2,GCG,INS,ISL1,JUN,MAFA,MAFB,MYC,NEUROD1,NEUROG3,NKX2-2,NKX6-1,PAX4,PAX6,PDX1
x1_S3c_b1.bcHWWN,0.0,0.3253498600616298,0.0,0.0,0.0,0.03563700642111166,0.0,0.0,0.15052922463718124,0.0,0.0,0.0,0.0008652040297319175,0.0007244975544868646,0.0,0.0
x1_S3c_b1.bcDBIK,0.0,0.1549372018180593,0.0,0.0,0.01932844867106627,0.0,0.0,0.003402373210306127,1.0,6.291064294973305e-05,0.0,0.0,0.0,0.0,0.0,0.428794523870759
x1_S3c_b1.bcIFIL,0.0,0.0530739626069764,0.0,0.0010723652871726585,0.0,0.0,0.0,0.0,0.6911049607891363,0.0,0.0,0.0,0.0,0.0,0.0,0.15040322488116975
x1_S3c_b1.bcCJCI,0.0,0.0,0.008967376529877712,0.0,0.0,0.12645862315650128,0.0,0.0,0.7360956372132443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcGBWV,0.0,0.6352128311098049,0.0,0.0,0.008059408807806694,0.0,0.0,0.0,1.0,0.0001851666709042779,0.023949942320060178,0.0,0.0,0.0,0.0,0.743763247453299
x1_S3c_b1.bcGUPP,0.0,0.1663833741464531,0.0,0.0,0.0,0.056565270926542795,0.0,0.0,0.705720904778957,0.0,0.0,0.0,0.0,0.0,0.0,0.06495552088931639
x1_S3c_b1.bcFLCH,0.0,0.8503756942742761,0.0,0.0,0.08569116815187487,0.0,0.17403798873960982,0.01282773615949283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7556610736787159
x1_S3c_b1.bcCIVX,4.913020425491179e-05,0.722563121296032,0.011305760113715157,0.0,0.06680448239533601,0.0,0.8697527741737553,0.0,1.0,0.0,0.19000649672383424,0.0009704817242121102,0.0003578621586488192,0.0,9.547409989032517e-05,0.10951428200778653
x1_S3c_b1.bcHOSH,0.0,0.0,0.0,0.0,0.0,0.05364948157550891,0.0,0.007489360242021573,0.6186267510461346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcCKOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9475982014792147,0.0,0.0,0.0,0.0,0.0,0.0,0.2562639004195992
x1_S3c_b1.bcBIAR,0.0,0.7906340580812117,0.0,0.0,0.0317000741703367,0.0,0.0,0.0014305617769837914,0.9960625828799011,5.645326926119303e-06,0.0,0.0,0.0,0.0,0.0,0.714485899451259
x1_S3c_b1.bcFSLD,0.0,0.361218271107636,0.0,0.0,0.0,0.13182685511598302,0.0,0.0,0.9550779711652907,0.0,0.041862843959024613,0.0,0.0,0.0,0.0,0.7645472082375371
x1_S3c_b1.bcEFJT,0.0,0.0,0.010524850052527606,0.003980310350869766,0.0,0.0,0.0,0.02057360005451855,1.0,0.0,0.5267441879470804,0.0,0.0,0.0,0.0,0.9344578970668176
x1_S3c_b1.bcDJLA,0.0,0.3376789569158613,0.0,0.0,0.0,0.0,0.0,0.0,0.8696940866096521,0.0,0.0,0.0,0.0,0.0,0.0,0.3964798874318022
x1_S3c_b1.bcHXOF,0.0,0.7708193334297205,0.0,0.0,0.027395383425955135,0.0,0.2043233002661085,0.0,1.0,3.232788869556229e-05,0.0,0.0,0.0,0.0,0.0,0.5774818597115158
x1_S3c_b1.bcGWUD,0.0,0.06120403805702694,0.0,0.0,0.0,0.13323292112467192,0.0,0.0,0.9600449237874241,0.0,0.0,0.0,0.0,0.0,0.0,0.27729627572608073
x1_S3c_b1.bcFMUV,0.0,0.3658587277850799,0.024771898656319426,0.0,0.039226144701542856,0.0,0.0013823252441198736,0.0014907457036931482,1.0,0.0002540951158790759,0.0,0.0,0.0,0.0,0.0,0.6192411842673393
x1_S3c_b1.bcEGRA,0.0,0.0,0.0,0.004158592808281511,0.0,0.008780077793226338,0.0,0.021684204650628456,1.0,0.0,0.05584907637335619,0.0,0.0,0.0,0.0,0.44162686992419414
x1_S3c_b1.bcFMQY,0.0,0.07165634839641861,0.001750696531376522,0.005078172360357129,0.0,0.0,0.0,0.017291732463194785,0.8619877822608104,0.0,0.0,0.0,0.0,0.0,0.0,0.24976439401545827
x1_S3c_b1.bcAHRS,0.0,1.0,0.0,0.0,0.033289261326345326,0.44421042128686267,0.14533546987664928,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355082530385335
x1_S3c_b1.bcEJMN,0.0,1.0,0.0,0.0,0.005539604789459403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696307334872838
x1_S3c_b1.bcGEZF,0.0,0.1609276323004568,0.0,0.0,0.022469067267025886,0.016668681557142854,0.0,0.006379248719234446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040555222344478226
x1_S3c_b1.bcCJMZ,0.0,0.33477498697626784,0.0,0.0,0.04854356927559791,0.0,0.07369010908629532,0.0,0.9131730206554933,0.0007568328985607111,0.0,0.0,0.0,0.0,0.0,0.5460442387226054
x1_S3c_b1.bcBOFN,0.0,0.45797691323103623,0.0,0.0,0.0,0.0,0.0,0.0,0.9716632228858044,9.945726873533954e-05,0.0,0.0,0.0,0.0,0.0,0.3285337006677026
x1_S3c_b1.bcBFRT,0.0,0.461400553819026,0.0035647091146915172,0.0,0.05788800544808321,0.0,0.01124757851592132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7655709721363304
x1_S3c_b1.bcACRK,0.0,0.8320991798644395,0.0,0.0,0.013593316586758053,0.0,0.005450531087014015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7542360494926439
x1_S3c_b1.bcFQKZ,0.0,1.0,0.0,0.0,0.03786239207385533,0.0,0.06732780753804786,0.011844318059575686,1.0,0.00020752057450879483,0.0,0.0,0.0,0.0,0.0,0.7661089428329739
x1_S3c_b1.bcEVGD,0.0,0.8869192812497532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03645722494346968,0.0,0.0,0.0,0.0,0.6581476046195626
x1_S3c_b1.bcBQST,0.0,0.4892278861448521,0.0,0.0,0.0,0.0,0.0,0.0,0.9494003091327243,8.092785771106116e-05,0.0,0.0,0.0,0.0,0.0,0.5148197551374422
x1_S3c_b1.bcDGRK,0.0,0.49883513293027315,0.010736022954947938,0.0,0.00879289864646333,0.0,0.10841070081300716,0.0,1.0,0.0008641810782312736,0.0,0.0,0.0,0.0,0.0,0.879188838587091
x1_S3c_b1.bcCTQB,0.0,0.3920364083526041,0.0,0.0006522411569364373,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08829337566367973
x1_S3c_b1.bcGRZN,0.0,1.0,0.0,0.0,0.05504175741714214,0.04191947961055463,0.22871310722307409,0.024762505636315983,1.0,0.0,0.004742525303785634,0.0,0.0,0.0,0.0,1.0
x1_S3c_b1.bcGDPI,0.0,0.28400838845589155,0.0,0.0,0.022904679816488638,0.0,0.004243034135671757,0.0,1.0,0.0,0.0,3.0457307643669373e-05,0.0,0.0,0.0,0.39099817931360914
x1_S3c_b1.bcHPSN,0.0,0.8487688661323037,0.0,0.0,0.018340346473481067,0.018486501848026457,0.10568210532291758,0.0,0.2887696773083151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcEYWD,0.0,1.0,0.0,0.0,0.03110473900499934,0.0,0.0,0.0,0.9522538100831289,0.0,0.0,0.0,0.0,0.0,0.0,0.5028792644629825
x1_S3c_b1.bcICBY,0.0,0.5629727033436746,0.0,0.0,0.0069902367477668636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45898327759838475
x1_S3c_b1.bcEWZU,0.0,0.8664449233586993,0.0,0.0,0.011324346580129502,0.0,0.04548330676285316,0.0,1.0,0.0006894012935873047,0.0,0.0,0.0,0.0,0.0,0.46290480077105123
x1_S3c_b1.bcAKZU,0.0,0.7870667440360997,0.004557863489969047,0.0,0.005303399673608778,0.0,0.05875965481518842,0.0,1.0,0.0,0.05133955340573621,0.0,0.0,0.0,0.0,0.5892700374544458
x1_S3c_b1.bcCWCT,0.0,0.6963400574997817,0.0,0.00029448064760105325,0.0,0.0,0.1028190363164846,0.0,0.912768340582064,0.0,0.0,0.0,0.0,0.0,0.0,0.09081662043833073
x1_S3c_b1.bcFWLQ,0.0,0.46051391074814724,0.026958211691168018,0.0,0.0,0.20209185309015326,0.0,0.0,0.6530592365365574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcHXGK,0.0,0.4253120314821328,0.0,0.0,0.0,0.0,0.17602994808418015,0.0,1.0,0.0,0.05185760578695492,0.0,0.0,0.0,0.0,0.40983863416012556
x1_S3c_b1.bcHIRV,0.0,0.401393670979226,0.0,0.0,0.00330706141917071,0.0,0.0,0.0,1.0,0.00043162524824107824,0.0783796237186169,0.0,0.0,0.0,0.0,1.0
x1_S3c_b1.bcCPOS,0.0,0.8347649429477711,0.0,0.0,0.032550524536996514,0.0,0.1657079020756621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5858167149899316
x1_S3c_b1.bcBJKW,0.0,0.591603254634865,0.0,0.0,0.0,0.15038851426180974,0.0,0.021686219037293935,0.8936336682676107,0.0,0.0626656582470072,0.0,0.0,0.0,0.0,0.6350084048960135
x1_S3c_b1.bcCOFL,0.0,0.06321525678280089,0.0,0.0,0.0,0.0,0.0,0.0,0.21283023166065188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcAPIF,0.0,0.0,0.0,0.004910968518061471,0.0,0.0,0.0,0.013816376959360539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34737745748158366
x1_S3c_b1.bcAPKF,0.0,0.0,0.0,0.008383291205201706,0.0,0.0,0.02810002183064804,0.022074198911316834,1.0,0.0,0.1484376114207162,0.0,0.0,0.0,0.0,0.19084644729413272
x1_S3c_b1.bcBRVI,0.0,0.0,0.0,0.0,0.0,0.3617669926362486,0.02043162077238273,0.0,0.8064978934751585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcEJXI,0.0,0.16192815599804067,0.0,0.0,0.0,0.08230567334265561,0.0,0.0,0.8879559981237506,0.0,0.0,0.0,0.0,0.0,0.0,0.5790841286173377
x1_S3c_b1.bcAJZD,0.0,0.5122460959701188,0.0,0.0,0.030986336335717773,0.0,0.0,0.0,1.0,0.0001535836126845209,0.0,0.0,0.0,0.0,0.0,0.5039486778974269
x1_S3c_b1.bcBPZD,0.0,0.0,0.0,0.0,0.0,0.4522468850117664,0.07976976987161537,0.0,0.5816776739331795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcDJIX,0.0,0.3435171316706648,0.0,0.0,0.021172768304402283,0.0,0.020687245580211143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3157075890195991
x1_S3c_b1.bcATOZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7799926339237875,0.0,0.0,0.0,0.0,0.0,0.0,0.18178170502283214
x1_S3c_b1.bcGSGW,0.0,0.195432301137502,0.0,0.0007757079882841863,0.0,0.003099868039966886,0.0,0.0,0.7026536800932729,0.0,0.0,0.0,0.0,0.0,0.0,0.5440987763157706
x1_S3c_b1.bcFIHL,0.0,0.8090195906781941,0.0,0.0,0.05710864330721529,0.0078436802211346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5472761219143841
x1_S3c_b1.bcIGRA,0.0,0.2337403365286252,0.005826553412061304,0.0,0.03675681165027578,0.0,1.0,0.0,1.0,0.0,0.24231054144077982,0.00017630364443479163,0.0,0.0,0.0,0.07879589897097386
x1_S3c_b1.bcIFCR,0.0,0.4724019388693977,0.003089863575347845,0.0,0.025058587002109167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6788163286825697
x1_S3c_b1.bcAUXA,0.0,0.3155810613429051,0.0,0.0,0.01608643661748796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39224040413460387
x1_S3c_b1.bcGWBS,0.0,0.8543186200260561,0.0,0.0,0.0,0.0,0.08037030800029113,0.0006203241832784964,1.0,0.0,0.10644961268606672,0.0,0.0,0.0,0.0,0.46195245552597786
x1_S3c_b1.bcBZOY,0.0,1.0,0.0,0.0,0.0042179181773396345,0.0,0.0,0.002597488483789442,0.7929070000534308,0.0,0.0,0.0,0.0,0.0,0.0,0.33575445120378633
x1_S3c_b1.bcGAPU,0.0,0.4336577111093492,0.0,0.0035434275032957684,0.01735803842740986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377816352539895
x1_S3c_b1.bcAWZW,0.0,0.6877939725617145,0.0,0.0,0.0009654135554173001,0.0,0.0,0.0,0.9951480856966263,0.0,0.0,0.0,0.0,0.0,0.0,0.40343345479667553
x1_S3c_b1.bcABEV,0.0,0.38181508157276917,0.0,0.0,0.0027920796388260674,0.0,0.0,0.0,0.8889323502333359,0.000178062079730011,0.0,0.0,0.0,0.0,0.0,0.4604981358228741
x1_S3c_b1.bcFJUU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7163710485247009,0.0,0.0,0.0,0.0,0.0,0.0,0.2155948907134168
x1_S3c_b1.bcCQLT,0.0,0.0,0.0,0.0,0.0,0.4274695050616703,0.0,0.0,0.9874088333107703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcAZXK,0.0,0.575079820748712,0.0,0.0,0.011837795649452185,0.0,0.003546297446500853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7308176451628429
x1_S3c_b1.bcAWMM,0.0,1.0,0.0,0.0,0.021080981152384548,0.0,0.0,0.0,1.0,0.0006041166323205011,0.0,0.0,0.0,0.0,0.0,0.9097682424254362
x1_S3c_b1.bcBJRA,0.0,0.2285959009556374,0.005956365550008671,0.0004887511695303999,0.0,0.34161842197440984,0.0,0.0,0.6474379838726946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcIIUA,0.0,0.32127117111768616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3816211952342129
x1_S3c_b1.bcBUNY,0.0,0.0,0.0,0.0029745984360700158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.091148413199636e-05,0.0,0.0,0.0,0.3062672271071641
x1_S3c_b1.bcAEQF,0.0,0.5114675511121543,0.0,0.0,0.07753767982037957,0.0,0.0,0.0,1.0,0.0,0.0,9.277590120489111e-05,0.0,0.0,0.0,0.27394206582746566
x1_S3c_b1.bcHVGN,0.0,1.0,0.0,0.0,0.0,0.034117147084777324,0.06294364781257884,0.0,1.0,0.0,0.48165415167250164,0.0,0.0,0.0,0.0,0.6034465705301357
x1_S3c_b1.bcCPIW,0.0,1.0,0.0,0.0,0.0255402604700035,0.0,0.0,0.014516192906944744,1.0,0.00021938053920192118,0.0,0.0,0.0,0.0,0.0,0.9132719198964618
x1_S3c_b1.bcEVNP,0.0,0.0,0.0,0.0,0.05616250085721443,0.04738739833711523,0.11849367054988413,0.017118211662079535,0.9364035917643946,0.0,0.0,0.0,0.0,0.0,0.0,0.7316148442113146
x1_S3c_b1.bcBFOP,2.2291853427313906e-05,0.0,0.0,0.0,0.026873497073761004,0.07561652478251829,1.0,0.0,1.0,0.0,0.17167294337305775,8.410734081693582e-05,4.4817278180423725e-05,0.0,7.4112467751190465e-06,0.13738205491382113
x1_S3c_b1.bcHUFA,0.0,0.7361612922472083,0.0,0.0,0.027379333879923584,0.0,0.012169520204052023,0.0,1.0,6.351961876178594e-05,0.0,0.0,0.0,0.0,0.0,0.5663704703732543
x1_S3c_b1.bcFFQX,0.0,0.8143528279153467,0.0,0.0,0.0,0.0,0.0635327908244437,0.003174861014984984,0.9550132583059763,0.0004832661321821908,0.0,0.0,0.0,0.0,0.0,0.4712969578307364
x1_S3c_b1.bcIAVC,0.0,1.0,0.0,0.0,0.005221775398927537,0.0,0.04371419941872348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9425638531705355
x1_S3c_b1.bcAAZX,2.4447157779456402e-05,0.4488252900482788,0.0,0.0,0.050880621433696586,0.03659470807712152,0.09157739196030143,0.0,0.8049990959918134,0.0,0.0029301572328600655,4.414780495875723e-05,4.9150469901265185e-05,0.0,8.12780865640452e-06,0.702805047408767
x1_S3c_b1.bcDLLZ,0.0,0.518629684069352,0.0,0.0,0.00928738997776509,0.0,0.0,0.0,0.9475244829270411,0.0,0.0,0.0,0.0,0.0,0.0,0.48510666003835257
x1_S3c_b1.bcHLCU,0.0,0.9591505873082964,0.0,0.0,0.02097400532648445,0.0,0.0619527261714753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6039699079986651
x1_S3c_b1.bcCVVI,0.0,0.1503352981418666,0.0,0.002470784315340944,0.0,0.0,0.0229658529963406,0.014912146737145908,1.0,0.0,0.06986661854227987,0.0,0.0,0.0,0.0,0.885962215332195
x1_S3c_b1.bcEWAJ,0.0,0.23058996641730042,0.11527774351360152,0.012068342106623798,0.0,0.0,0.11872570678934047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33475126325119925
x1_S3c_b1.bcASJN,0.0,1.0,0.0,0.0,0.0,0.0,0.10000402812308147,0.0,1.0,0.0,0.11148289613324898,0.0,0.0,0.0,0.0,0.7545413244482693
x1_S3c_b1.bcFDUY,0.0,1.0,0.0,0.0,0.01760624344552008,0.0,0.0,0.0,1.0,0.0013694976338899188,0.0,0.0,0.0,0.0,0.0,0.8696088570344548
x1_S3c_b1.bcGXFK,0.0,0.031491606230556815,0.028832828783746087,0.0004463003263275224,0.0,0.0,0.0,0.0032289168778066183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27187501188658164
x1_S3c_b1.bcGQGW,5.479404605320293e-05,0.0,0.030334242492105357,0.0,0.05144547914082977,0.0,0.8114125936765318,0.006495260200537823,1.0,0.0,0.07945046371225624,0.001504398035062414,0.0003991173230212047,0.0,0.0001064805714858475,0.0
x1_S3c_b1.bcCJKO,0.0,0.47288970075240505,0.0,0.0006524489277565223,0.0,0.0,0.0,0.0,1.0,0.0,0.2761099792206777,0.0,0.0,0.0,0.0,0.028529336020048954
x1_S3c_b1.bcGQSI,0.0,0.1211418473856464,0.006964482663791832,0.0,0.0,0.0,0.0,0.0,1.0,0.004472798133658733,0.0,0.0,0.0,0.0,0.0,0.5396320086514241
x1_S3c_b1.bcCXXP,0.0,0.10582412599240601,0.005709026870799433,0.0,0.0,0.0,0.0,0.0,1.0,0.00030823149625049107,0.0,0.0,0.0,0.0,0.0,0.35025467959727186
x1_S3c_b1.bcICVR,0.0,0.7427273577824844,0.0,0.0,0.051614331079085085,0.0,0.0,0.0021334684793081625,0.8989747338979343,0.0,0.0,0.0,0.0,0.0,0.0,0.27148380508305653
x1_S3c_b1.bcHJJH,0.0,0.35261001332105507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4242415064447931
x1_S3c_b1.bcABWU,0.0,0.5200334004034971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0029961944914089077,0.0,0.0,0.0,0.0,0.0,0.5690292545688852
x1_S3c_b1.bcAJGO,0.0,0.34848461769368466,0.0,0.0,0.0,0.0,0.0,0.024152224456420908,0.9032097059734912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcGYMJ,0.0,0.6558163810411921,0.01543494476420797,0.0,0.04868624215065289,0.0,0.0,0.0,1.0,0.0007921324453099006,0.0,0.0,0.0,0.0,0.0,0.4448093051046742
x1_S3c_b1.bcECXP,0.0,0.0,0.05250863116299851,0.0,0.008910625452061388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2906986581115516
x1_S3c_b1.bcFFXO,0.0,0.0,0.0,0.0,0.010888475403879262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcAPLH,0.0,1.0,0.0,0.0,0.0,0.0,0.6614088405124163,0.05583779776140114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060556239029838
x1_S3c_b1.bcHFVL,0.0,0.19329546510280823,0.0,0.0,0.0,0.0721837472765939,0.058306884539794435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7566754905307852
x1_S3c_b1.bcHCXP,2.513874961456884e-05,0.867406058170309,0.018683428832649118,0.00025226080336833483,0.0,0.0,0.0,0.0349365091083505,1.0,0.0,0.0,0.0,0.0002054343741477649,0.0,0.0,0.03898856865573803
x1_S3c_b1.bcCSFO,0.0,0.6773643093234736,0.0026905430588316137,0.0,0.0,0.0,0.0,0.0,1.0,0.0002452383149398656,0.0,0.0,0.0,0.0,0.0,0.5478947237118349
x1_S3c_b1.bcICQZ,0.0,0.9163771946587086,0.0,0.0,0.0023383320082778452,0.0,0.0,0.0,1.0,0.0001916127879977455,0.0,0.0,0.0,0.0,0.0,0.35783361624058624
x1_S3c_b1.bcEXQY,0.0,0.6875198823724534,0.0,0.0,0.021598999920165497,0.0,0.0,0.0,0.9635605181221674,0.001037933320351781,0.0,0.0,0.0,0.0,0.0,0.6768394681724176
x1_S3c_b1.bcHWJD,0.0,0.9845952967094728,0.0,0.0,0.0167778173304283,0.09822813273287404,0.03811855315097938,0.03301989119762268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3724123063306195
x1_S3c_b1.bcDLOC,0.0,0.6824565685598775,0.010807394026056646,0.0,0.013458972415092384,0.0,0.0031178475143493855,0.0,1.0,0.0010997371128979633,0.2077960792687226,0.0,0.0,0.0,0.0,0.9879412079446851
x1_S3c_b1.bcIDOR,0.0,0.5979831282323614,0.0,0.0007993474699624279,0.031438079355917414,0.07434514368288297,0.0,0.02047485331952871,0.9889783792989612,0.0,0.06452533418104128,0.0,0.0,0.0,0.0,1.0
x1_S3c_b1.bcFUIL,0.0,0.06048416621125395,0.0,0.0,0.0,0.0,0.0,0.0,0.7653187214428063,0.0,0.05187746035741901,0.0,0.0,0.0,0.0,0.381065128786819
x1_S3c_b1.bcCJLJ,0.0,0.9202656971136954,0.0,0.0018956701188819565,0.018981733487273382,0.0,0.0,0.0,1.0,0.0013734757575901797,0.0,0.0,0.0,0.0,0.0,0.6287532099128277
x1_S3c_b1.bcHSEZ,0.0,0.4862472391170973,0.013704514405399071,0.0,0.004631534354678129,0.0,0.0,0.003556357371256574,0.8717681679835342,5.0837907969300265e-05,0.0,0.0,0.0,0.0,0.0,0.6353602448863336
x1_S3c_b1.bcGMGH,0.0,0.13855401826615918,0.0,0.0,0.0,0.0,0.0,0.0,0.8313603100437277,0.0,0.0,0.0,0.0,0.0,0.0,0.01945234762099849
x1_S3c_b1.bcBLAP,5.883291371688947e-05,0.17843966556801505,0.008788252719828306,0.0,0.004124684954371443,0.0,0.5198040151954674,0.0,1.0,8.147496165990724e-06,0.1393614576027921,0.0016048132031471118,0.0004285362501870945,0.0,0.00011432925155172592,0.0
x1_S3c_b1.bcFEOV,0.0,1.0,0.0,0.0,0.03831201122370475,0.0,0.0,0.008997846990654472,1.0,0.0006260491943586151,0.0,0.0,0.0,0.0,0.0,1.0
x1_S3c_b1.bcBOVB,0.0,0.7988767938452541,0.0,0.0,0.0,0.0,0.011513423843031462,0.0,1.0,0.0007431660787095353,0.0,0.0,0.0,0.0,0.0,0.5491791223158232
x1_S3c_b1.bcAKCR,0.0,0.000836450974859776,0.0,0.0,0.047746690292644584,0.0,0.08933638443213747,0.003626794032928519,1.0,0.0,0.0,8.764276775944415e-05,0.0,0.0,0.0,0.07541688722853779
x1_S3c_b1.bcHPXH,0.0,0.17591371858574698,0.0,0.0007859452644685066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027712746494207352
x1_S3c_b1.bcDPBZ,0.0,0.0,0.0,0.0,0.0,0.19811192838921643,0.0,0.0,0.7063764837404195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcHNBN,0.0,0.6002225381672875,0.0,0.0,0.021599628385524365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3812873013985916
x1_S3c_b1.bcGXEV,0.0,0.5342152380304334,0.0,0.0,0.0,0.036805629697169155,0.20106822661450405,0.00803557794409951,1.0,0.0,0.005905124895137358,0.0,0.0,0.0,0.0,0.7075645256687106
x1_S3c_b1.bcGDXV,0.0,0.8435051172507795,0.0,0.0,0.0019982176242062306,0.0,0.0,0.0021443137047864633,1.0,0.0014607192270218565,0.08988126995578335,0.0,0.0,0.0,0.0,0.9195304818159411
x1_S3c_b1.bcAKTH,3.3703774041781455e-05,0.7558865659106303,0.009410499272865663,0.0,0.0,0.0,0.40947890848703566,0.012931949023376998,1.0,0.0,0.0,0.0,0.00027542792831176726,0.0,0.0,0.0
x1_S3c_b1.bcGKRO,0.0,0.8509451671313928,0.0,0.0,0.032938253617458925,0.0,0.03686730344118998,0.0,1.0,0.00014604266182578464,0.0,0.0,0.0,0.0,0.0,0.5922050344571314
x1_S3c_b1.bcFXVR,0.0,0.0,0.0,0.00026715314477250633,0.0,0.0,0.0,0.0,0.7547814095530222,0.0,0.24645286534161817,0.0,0.0,0.0,0.0,0.38810469856021473
x1_S3c_b1.bcBGWC,0.0,0.18942755407114525,0.0,0.0,0.0,0.0,0.06351914646268288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5854180152944457
x1_S3c_b1.bcFDQS,0.0,0.8387864537876818,0.0,0.0002058566864187528,0.06560783799597113,0.093111233180311,0.2382040079114277,0.01386498296462136,1.0,0.0,0.0860089833125599,0.0,0.0,0.0,0.0,1.0
x1_S3c_b1.bcHFWM,0.0,0.6760545696318043,0.0,0.0,0.01568786716874923,0.0,0.4376748910926584,0.029660466604408322,1.0,0.0,0.003744100910181819,0.0,0.0,0.0,0.0,0.7865519349298042
x1_S3c_b1.bcFEWN,2.9540300304744913e-05,0.8292590072956258,0.015390126892378916,0.0,0.014880705295716374,0.0,0.30716536010996337,0.0,0.8116750938209665,0.0,0.029126408557377817,5.334523661367695e-05,5.939012027904474e-05,0.0,9.821097024679716e-06,0.5804703960976711
x1_S3c_b1.bcGUMQ,0.0,0.45853520768595585,0.019870163123994037,0.0,0.0008926322846479655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5198142009717917
x1_S3c_b1.bcDWPN,0.0,0.10610850451067663,0.0,0.0,0.025511305500370944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcHGHE,0.0,0.0,0.006232085547594158,0.0,0.0,0.0,0.27435954897449705,0.001966285868039447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812290222445638
x1_S3c_b1.bcBPST,0.0,0.37109773172812416,0.0,0.003162587174665673,0.0,0.0,0.01958017048414751,0.0,0.8848546786104343,0.0,0.0,0.0,0.0,0.0,0.0,0.5062520700025223
x1_S3c_b1.bcIAIE,0.0,0.0,0.0,0.0,0.0,0.3421669565714764,0.0,0.0,0.9781763332400496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1_S3c_b1.bcBMSJ,0.0,0.5296391114875907,0.0,0.0,0.0213767558964339,0.1855571096783813,0.03664076530090632,0.00671831063318464,1.0,0.0,0.017685912054848933,0.0,0.0,0.0,0.0,0.7207254319236828
x1_S3c_b1.bcCAHR,0.0,0.13599922371786352,0.011975951606493142,0.0,0.0,0.0,0.0,0.0072331398374748225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384517687233448
